Title,Content,Date
Petronas: Demo by workers union over deadlocked CA talks ...,"BINTULU: Petronas yesterday expressed regret over the decision by the 
 Sarawak members of its employees union, to stage a peaceful protest here on 
 Monday ...",26 Jun 2019
Petronas' one-size-fits-all offer 'insulting' — Sarawak union,"KUALA LUMPUR: The Petronas Workers' Union in Sarawak (Kapenas Sarawak) said 
 it is “patronising, insulting and arrogant” for the Malaysian national 
 oil ...",26 Jun 2019
Malaysia moves closer towards natural gas market liberalisation,"Petroliam Nasional Bhd (Petronas) executive vice president & CEO, gas and 
 new energy Adif Zulkifli said Malaysia is just one price review away to 
 achieve ...",26 Jun 2019
THE Young University Rankings 2019: adjust your picture,"Universiti Teknologi Petronas. 101–150. Universiti Tunku Abdul Rahman 
 (UTAR). 101–150. Portugal. 8. University of Aveiro. 101–150. NOVA 
 University of Lisbon.",26 Jun 2019
"Petronas-Saudi joint venture to restart crude unit at Malaysia refinery in 
 July: sources","SINGAPORE/KUALA LUMPUR (Reuters) - Pengerang Refining and Petrochemical 
 (PrefChem), a joint venture between Petronas and Saudi Aramco, is expected 
 to ...",27 Jun 2019
PETRONAS Deal for Plastic Energy's Chemical Recycling ...,"PETRONAS Chemicals Group has signed a MoU with PLASTIC ENERGY, a UK based 
 chemical recycling company, to collaborate in addressing plastic waste that 
 cannot ...",27 Jun 2019
Malaysia closer to opening up natural gas market,"With the reorganisation, Petronas Gas has now been placed under the purview 
 of Adif Zulkifli(pic) as the EVP and CEO of the gas and new energy 
 business ...",27 Jun 2019
СЮЖЕТ: Suzuka 8 Hours 2019,"Sky заявил о контракте Petronas Yamaha SRT с Андреа Довициозо до конца 
 сезона MotoGP 2021 читать · MotoGP: Всеми любимый Silverstone - чего ждать 
 от ...",27 Jun 2019
NST Leader: Trouble at the top,"Yesterday, Petronas Gas Bhd announced the appointment of Adif Zulkifli as 
 its chairman effective Monday replacing Datuk Mohd Anuar Taib.",28 Jun 2019
Sunway Construction bags RM496m contracts,"It said on Friday it accepted a letter of award issued by Petronas 
 Management Training Sdn Bhd to build a Petronas Leadership Centre in Bangi, 
 Selangor for ...",28 Jun 2019
"M'sia moves closer to opening up natural gas market, says ...","Petroliam Nasional Bhd (Petronas) executive vice-president and CEO for gas 
 and new energy Adif Zulkifli said Malaysia was just one price review away 
 from ...",28 Jun 2019
Tom Lüthi (6.) hat ein Problem: «Zu sehr am Limit»,"Petronas SRT. 10.9K subscribers. 2021 Styrian GP Highlights: Moto2. Info. 
 Shopping. Tap to unmute. More videos. More videos. Your browser can't play 
 this ...",28 Jun 2019
Lending a hand to brilliant minds,"KUALA TERENGGANU: Ex-Petronas scholar and Terengganu native Datuk Raiha 
 Azni Abd Rahman shared a joyful and nostalgic moment with the Petronas 
 Education ...",30 Jun 2019
Assen-GP: Sieg für Arbolino (Honda) – KTM auf Rang 3,"Sasaki (P23) aus dem Petronas-Team fängt einen wilden Slide neben Can Öncü 
 erfolgreich ab. 9. Runde: Fenati 0,058 sec vorn. 10. Runde: Toba erobert 
 wieder Platz ...",30 Jun 2019
