Title,Content,Time
KKR Completes Tender Offer for Hitachi Kokusai,"(“Hitachi Kokusai” or the “Company”; TSE stock code 6756) today announced 
the completion of a tender offer by HKE Holdings G.K. (the ""Offeror""), an 
entity owned ...",9 Dec 2017
The tender matchmaker…,"Who's the online dating guru for public sector buyers and suppliers? Our 
new look Tenders Direct site acts as the public procurement matchmaker: 
buyers ...",13 Feb 2017
"Tender re-issued: Drilling of geothermal heat well, Cornwall, UK","Geothermal Engineering Ltd. has re-issued a tender for the drilling of a 
geothermal heat well at Jubilee Pool in Penzance, Cornwall/ UK.",13 Jun 2017
GuocoLand's S$1.62b bid won tender for Beach Road site,"SINGAPORE — Property giant GuocoLand snagged a plum commercial site on 
Beach Road for S$1.62 billion, after its subsidiaries won the tender from 
the Urban ...",3 Oct 2017
DFS partners with Shenzhen Duty Free for West Kowloon ...,"The MTR XRL is part of China's strategic national express rail network and 
the tender represents the Hong Kong section of Guangzhou-Shenzhen-Hong Kong 
XRL.",27 Nov 2017
Tender coconut can be sold in multiplexes,"The government would allow sale of tender coconuts in multiplexes and 
cinema theatres. A circular to this effect would be issued to all city 
corporations to ...",17 Mar 2017
Tender for Ephesus Harbor still unannounced,"Özgen Acar. Tender for Ephesus Harbor still unannounced. The result of the 
tendering process for the construction of new touristic harbor at the 
UNESCO world ...",29 Nov 2017
A startup that serves natural tender coconut powder mix,"The controversy over tender coconut water raked up by Prime Minister 
Narendra Modi and Congress vice president Rahul Gandhi at UP elections 
campaign was ...",3 Mar 2017
How a French firm beat out Japanese companies in Australia's ...,"PARIS ― A lack of Australian confidence in Japan's defense industry sank an 
offer from Tokyo in the AUD$50 billion (U.S. $38 billion) tender for 
attack ...",21 Nov 2017
"Is it a nugget, tender or finger? The definitive guide to fast-food ...","America, home of the boneless breaded chicken pieces. Nuggets, tenders, 
strips, fingers, fritters ... what should be this country's national dish 
comes in a ...",29 Mar 2017
Elvis Presley hit 'Love Me Tender' inspires picture book,"“Elvis Presley's Love Me Tender” will be illustrated by Stephanie Graegin 
and include an endnote by Presley's widow, Priscilla Presley. Dial Books is 
calling ...",28 Jun 2017
Book review: Tender Wings of Desire (By Colonel Sanders),"A novella from Kentucky Fried Chicken titled “Tender Wings of Desire” is 
probably not what moms — or anyone else — expected for Mother's Day, ...",12 May 2017
Open tender for HSR PDP job a positive sign,"“Echoing the previous successes of competitive open tenders and the 
commitment for fair and transparent procurement, MyHSR Corp believes that 
the procurement ...",9 Dec 2017
Healthcare Series Part 2: New Bidding and Tendering Law ...,"Chinese regulations on tendering and bidding practices published by the 
Ministry of Finance (MOF) in July are a promising sign for US 
pharmaceutical and ...",22 Nov 2017
Three things to know about buybacks,"Buybacks can be done either through the tender offer route or through open 
market purchases. In the former, the company fixes a buyback price and 
accepts ...",18 Mar 2017
Kenya: Controversy as Dubai firm gets election tender,"Kenya's electoral agency on Friday awarded Dubai-based Al Ghurair Printing 
and Publishing Company a $24.2 million tender to print ballot papers.",10 Jun 2017
Kelebihan Variable Rate Tender Versi Bank Indonesia,"TEMPO.CO, Jakarta - Bank Indonesia mengubah sistem lelang instrumen operasi 
pasar terbuka dari fixed rate tender (FRT) atau lelang suku bunga tetap 
menjadi ...",6 Feb 2017
"AAHK issues major tender for huge 350,000sq m SKYCITY ...","Airport Authority Hong Kong (AAHK) has issued an open tender for its 
SKYCITY commercial development comprising a massive 350,000sq m of 
retail, ...",4 Oct 2017
Braising refresher course: How to turn tough cuts into tender ...,"The braising method is designed to take tough (read “cheap”) cuts of meat 
and render them moist and tender. Plus, the rich velvety sauce that is its 
natural ...",7 Feb 2017
Ini Aturan Baru Tender Barang dan Jasa Hulu Migas,"""Proses tender baru di Kontraktor KKS sejak tanggal 28 Juli 2017 harus 
sudah mulai menerapkan PTK 007 Revisi 04 dan Juklak ini,"" ujar Deputi 
Pengendalian ...",3 Aug 2017
Tender issued for 2nd Jerusalem light rail line infrastructure,"The NIS 60 million tender is for infrastructure work on the Mount Scopus - 
Gilo line. Moriah Jerusalem Development Corporation is scheduled to publish 
today the ...",27 Aug 2017
Gurgaon pod taxi project to be delayed after pre-tender is scrapped,"An EOI, a perquisite for a tender, is used to shortlist potential bidders 
before finalising detailed bids for a tender. The same was opened by the 
MCG in ...",18 Jan 2017
"India plans 20GW solar tender, eyes domestic manufacturing boost","New Delhi: India plans to invite bids for setting up 20 gigawatts (GW) of 
solar power capacity—the world's largest solar tender—at one go, in an 
attempt to ...",10 Nov 2017
Ethiopia Electric Power issuing tender for Tendaho geothermal project,"Ethiopia Electric Power issuing tender for Tendaho geothermal project. 
Parker O'Halloran. 4 years ago. The Ethiopian Electric Power company is 
inviting ...",1 Sep 2017
Stocks What Is an Odd-Lot Buyback?,"Proration happens when available cash or shares aren't sufficient to 
satisfy the offers that shareholders tender during a certain corporate 
action.",25 Mar 2017
"Wendys investing in smaller chickens to get tastier, more tender meat","“We're making this change because we've seen that smaller birds provide a 
big benefit for our customers, who deserve to eat the most tender and juicy 
chicken.”.",14 Feb 2017
What's the safest way to get from tender to yacht?,"The simple transfer of kit and crew has resulted in people in the water, 
and lives being lost. Chris Beeson looks at the safest way to board from a 
tender.",2 Jul 2017
JPJ Perak buka tender 'AKU' hingga 18 Julai,"Pengarahnya Mohd Zawawi Zakaria berkata nombor siri yang bermula dari 
nombor 1 hingga 9999 ditawarkan kepada orang ramai mengikut nombor 
pilihan ...",3 Jul 2017
UK government uses EU tendering service to call for post ...,"The tender announcement also coincides with the judging of Dezeen's Brexit 
passport design competition, which took place last week. The shortlist is 
due to be ...",4 Apr 2017
New Technology Can Keep Coconut Water Fresh For Four Months,"Fresh tender coconut water is a popular, low-calorie nutritious drink, but 
untreated coconut water has a shelf life of only 24 hours.",9 Aug 2017
Next: Duty-free tender launched for new Limassol cruise ...,"The duty-free tender process for a new cruise terminal in Limassol, 
designed to house the world's largest operating vessels, has begun.",4 Dec 2017
"Shake Shack's Danny Meyer is betting Tender Greens' 'fine casual' concept 
will thrive nationwide","An interior of a kitchen at a Tender Greens location. The California 'fine 
casual' chain, started in 2006, is beginning a nationwide expansion in 
2018, starting ...",22 Sep 2017
Tender Cruncher soars with vision and poetry,"One dynamic and crucial element to Ithaca's avant-garde electronic 
experimentalist Penelope Lindsay, the musician behind Tender Cruncher, is 
the resolution ...",4 Jan 2017
'The Tender Land' closes Bienen Opera season,"“The Tender Land,” the story of a young farm girl who falls in love with an 
itinerant worker, runs May 18 to 21 at Cahn Auditorium, 600 Emerson Street 
on the ...",5 May 2017
Red Yacht Design unveils new tender,"Turkish yacht designer, Red Yacht Design has partnered with Scandinavian 
boat designer Flying Flipper to unveil a new modern looking tender called 
the ...",5 Sep 2017
Big guns line up for Hong Kong International Airport duty free ...,"Big guns line up for Hong Kong International Airport duty free tenders as 
bids close · HKIA-Tender-Table · HKIA-L-and-T-768x511 · HK-P-C-768x511 · 
hkia-conf · New ...",2 Feb 2017
Bitcoin gets official blessing in Japan,"Share News Tips SecurelyIndividual SubscriptionsGroup 
SubscriptionsRepublishingContracts & TendersExecutive Job SearchAdvertise 
with the FTFollow the FT on ...",17 Oct 2017
"Explosive theatre: Tender Napalm is raw, confounding and compelling","Electric performances from real-life couple in British writer Philip 
Ridley's shocking, yet tender, play. Joff Schmidt · CBC News · Posted: Oct 
14, ...",14 Oct 2017
Government tender for electric cars revised to include more companies,"Mumbai: The government has revised its tender seeking to buy electric cars 
for the use of the state, following objections by some companies that 
the ...",26 Sep 2017
REFILE-UPDATE 1-Rosatom would bid in Saudi Arabia nuclear plant tender,"Saudi Arabia has sent a “request for information” to vendors to build two 
nuclear reactors in a first step towards a formal tender, sources told 
Reuters ...",2 Nov 2017
"Apples, lychees, raspberries and tender coconut: These coolers are perfect 
for a rainy day-in","Apples, lychees, raspberries and tender coconut: These coolers are perfect 
for a rainy day-in · Healthy drinks have never tasted better. · Panache 
People 101.",15 Jul 2017
RFx,"request for proposal (RFP); request for quotation (RFQ); request for tender 
(RFT). The RFx process is conducted business-to-business (B2B) during ...",3 Apr 2019
MTR Hong Kong tenders West Kowloon Station duty-free,"Hong Kong's MTR Corporation, which runs the subway lines connecting the 
island and mainland, has announced a tender for the operation of duty-free 
business ...",15 Aug 2017
Elbit and Corys win Israel Railways simulator tender,"ELBIT Systems, alongside its French partner Corys, announced on January 12 
that it has won a tender to build simulators to train Israel Railways' 
(IR) ...",12 Jan 2017
Turkey delays tender of 1 GW solar plant by one month,"Turkey's tender for the flagship solar PV project with 1 GW of capacity has 
been postponed for one month. The government wants the plant to be built 
using ...",15 Feb 2017
Rules Of The Game Cannot Be Changed Midway – High ...,"Union of India & ors. upheld the sanctity of the tender process. The High 
Court of Delhi held that as the decision to put a cap on fixed charges 
would have had ...",20 Mar 2017
"Digital Currency Is Not Legal Tender In Malaysia, Says Bank ...","Bank Negara Malaysia (BNM) has reiterated its stand that digital currencies 
are not legal tender in Malaysia. Image from BNM. Image via BNM.",15 Dec 2017
"McDonald’s Made Ridiculously Groovy Posters for Its Chicken Tenders Dipping 
Sauces","The sauces that come with McDonald's new Buttermilk Crispy Tenders aren't 
just seasonings for your chicken fingers. They're full-blown identities.",10 Oct 2017
"Energy Transfer Partners, L.P. Announces Tender Offer to ...","Announces Tender Offer to Purchase Common Units of PennTex Midstream 
Partners, LP for $20.00 Per Unit in Cash. May 18, 2017 05:02 PM Eastern 
Daylight Time.",18 May 2017
BMC invites new tenders for Juhu beach clean-up,"THE BRIHANMUMBAI Municipal Corporation (BMC) has invited tenders to appoint 
new contractors for the Juhu beach clean-up. However, according to senior 
BMC ...",10 Dec 2017
The public tendering process: are there alternatives to the ...,"The public tendering process: are there alternatives to the lowest bidder 
rule ... The criteria must be specified in the tender documents and must 
state the ...",15 Dec 2017
"'Do not tender': Enbridge advises shareholders to reject TRC Capital's 
mini-tender offer","Many mini-tenders do not have an out clause, Pandes said. That means once a 
mini-tender is accepted, depending on the fine print in the offer, the 
shareholder ...",7 Apr 2017
Raiders' Denico Autry receives low RFA tender,"Raiders defensive end Denico Autry received a low restricted free agent 
(RFA) tender on Wednesday, per NFL's Ian Rapoport. Oakland, of course, will 
have an ...",8 Mar 2017
Sri Lanka launches tender to develop natural gas site in Mannar Basin,"COLOMBO, Feb 13 (Reuters) - Sri Lanka has launched a tender to develop a 
gas block in the Mannar Basin off its northwest coast, vacated when Cairn 
India ...",13 Feb 2017
How to use a tender safely,"A long painter allows you to tie up your tender and let it drift out so 
others can do the same. It's also handy, as seen above, for securing the 
tender's bow ...",17 Jan 2017
Comcast and NBCUniversal Media Announce Early Tender ...,"PHILADELPHIA--(BUSINESS WIRE)--Comcast Corporation (Nasdaq:CMCSA) 
(“Comcast”) and NBCUniversal Media, LLC (“NBCUniversal”) announced today 
the early tender ...",18 Oct 2017
GAIL cancels tender over policy to buy local steel,"GAIL has cancelled the tender for procurement of steel for its 
Jagdishpur-Haldia pipeline to give preference to local manufacturers.",20 Jun 2017
Martin Crimp: ‘I wrote a play called Cruel and Tender – I hope to be both’,"Martin Crimp: 'I wrote a play called Cruel and Tender – I hope to be both'. 
Andrew Dickson. Benedict Cumberbatch and Keira Knightley have starred in 
his ...",24 Mar 2017
Tender coconuts find business in ice cream,"The tender coconut flavoured ice creams have become a big draw, especially 
in South India, which accounts for 90% of coconut production in India. 
“People here ...",11 May 2017
Panthers expected to place tender on LG Andrew Norwell,"Norwell was undrafted so an original round tender is not applicable. That 
leaves a second round tender $2.55M or a 1st round tender $3.91M. My guess 
it is ...",6 Mar 2017
KKR's tender offer for Hitachi Kokusai ends in success,"TOKYO -- Kohlberg Kravis Roberts has brought its tender offer for shares of 
Hitachi Kokusai Electric to a fruitful close, ending months of takeover 
drama ...",9 Dec 2017
"Algeria's 4 GW solar tender delayed, again – pv magazine ...","The country's new minister for renewable energy said that a special 
committee for the tender will be now established, and that the results of 
the review ...",12 Jul 2017
Kuwait plans tender for 1 GW solar PV project,"The tender for $1.2 billion Dibdibah solar power plant will be issued in 
the first quarter of 2018, Bloomberg reports. August 17, 2017 Marija Maisch.",17 Aug 2017
Tender for stack parking in Old Delhi,"The tenders have been floated for construction of stack parking lots in 
Idgah Road, Jaat Dharamshala along Hanuman Setu, Pratap Nagar metro 
station, Salim Garh ...",16 Dec 2017
Ethiopia's first 100 MW auction to conclude in June; scaling ...,"Ethiopia's first 100 MW auction to conclude in June; scaling solar tender 
to follow in the summer. A panel discussion at the Africa Energy Forum 
concerning ...",9 Jun 2017
FEC rolls out LNG,"FECR on Nov. 9 officially rolled out its 24-unit fleet, consisting of 12 
pairs of back-to-back GE ES44ACs with a purpose-built Chart Industries fuel 
tender in ...",10 Nov 2017
Unfair tender processes - will tenderers have a remedy if ...,"It is common for government agencies to competitively tender contracts that 
... When private sector entities respond to a Request for Tenders (RFT) 
issued ...",16 Mar 2017
"Naval Group, Fincantieri join forces in Canada warship tender","PARIS and ROME — Naval Group and Italian partner Fincantieri have filed a 
joint bid based on the FREMM multimission frigate in the Canadian tender 
for 15 ...",1 Dec 2017
Airbus submitted best bid in Turkish satellite tender - minister,"ISTANBUL, Oct 6 (Reuters) - Airbus has submitted the best bid in a tender 
to build Turkish satellites, Transport Minister Ahmet Arslan said on Friday.",6 Oct 2017
Ministry Reportedly Invited Electricity Tender Without Budget Approval,"In 2015, the previous government initiated a plan to deal with the power 
shortage in Rangoon Division during the summer months by inviting tenders 
from ...",3 Mar 2017
"M&M, Tata Motors, Nissan bid for Indias first electric car tenders","Home-grown auto majors Mahindra & Mahindra (M&M) and Tata Motors, and 
Japanese carmaker Nissan have bid for the country's first electric car 
tender of ...",29 Sep 2017
SEB briefs 250 contractors on tender process,"KUCHING: Sarawak Energy recently concluded a two and-a-half day workshop 
aimed at building awareness among Bumiputera contractors on its tender 
process and ...",26 Feb 2017
Lithuania Airports to issue Vilnius International airport duty ...,"Lithuania Airports has issued an open duty-free tender for six outlets 
covering 1,500sq m of retail space at Vilnius International airport.",18 Oct 2017
Tender Ballad by Portugal’s Salvador Sobral Wins Eurovision Song Contest,"Tender Ballad by Portugal's Salvador Sobral Wins Eurovision Song Contest. 
'Music is not fireworks, music is feeling,' winning singer says ...",13 May 2017
This is the new way government determines the BEE score of tender bids,"This is the new way government determines the BEE score of tender bids ... 
for all tenders valued at less than R50 million who are fully B-BBEE 
compliant.",23 Jan 2017
What you should know about MAS' proposed new legal tender ...,"A: A legal tender limit refers to the maximum amount of a coin denomination 
that can be used for payment in a single transaction. A seller or payee is 
obliged ...",16 Mar 2017
LIRR launches tender for East Side Access EMUs,"LONG Island Rail Road (LIRR), a subsidiary of New York's Metropolitan 
Transportation Agency (MTA), has invited companies to prequalify for a 
tender to ...",7 Dec 2017
"When real currency is not legal tender and other watch outs to avoid money 
loss","This is because they are not legal tender and a bank will not pay any claim 
on these notes. 2. The master circular has also expanded the definition of 
defective ...",29 Aug 2017
Ini Alasan Inalum Tidak Perlu Tender Offer untuk Bentuk ...,"Bareksa.com – PT Indonesia Asaham Alumunium (Persero) atau Inalum tidak 
perlu melakukan penawaran tender (tender offer) begitu proses akuisisi 
(transaksi ...",16 Nov 2017
Tender Coconuts Yet to Find Right Slot on GST Slab,"Tender coconut water has been grouped with fruit pulp and fruit juice based 
drinks, which invite 12% GST. “If GST is 12%, then it (total cost) is 
higher by at ...",23 May 2017
Official: Tender for Makkah Metro may be awarded in 2018,"The tender for Phase 2 of Makkah's first rail system may be awarded by next 
year, an official close to the project has said. According to Benjamin 
Highfield ...",28 Jun 2017
The tender side of Hollywood,"Is the first image that comes to mind a tender, touching moment? No matter 
if it's a love or goodbye sequence, those are the scenes that Hollywood 
imprints on ...",25 May 2017
Having Trouble Getting Deep Sleep? All You Need Is Some Tender Loving,"All You Need Is Some Tender Loving. 1.1 K Shares. Regi George 
JenariusUpdated on Dec 08, 2017, 17:19 IST. Sex could be the penultimate 
secret to a getting a ...",8 Dec 2017
"Bremen Airport calls tender for ""creative and ambitious"" dining ...","GERMANY. Bremen Airport has issued a tender for a food & beverage outlet or 
event concept opportunity at Bremen Hall, which is located on the airport 
terminal ...",19 Jul 2017
First tender issued for Dartmouth General Hospital construction,"""The tender is for site services, excavation, underground services, 
foundations and structural concrete for the new addition and a new 
emergency generator ...",14 Mar 2017
Ex-defense minister: PM’s office acted to cancel submarine tender,"The Prime Minister's Office sought to torpedo an international tender for 
the construction of patrol ships and submarines for the Israeli Navy, ...",11 Oct 2017
"CBI raids Lalu and family’s 12 premises over railway hotel tender 
‘irregularities’","The CBI raided premises of former railway minister Lalu Prasad and his 
family over corruption charges in awarding a tender for maintenance of 
IRCTC hotels ...",7 Jul 2017
Baked Chicken Tenders Recipe - NYT Cooking,"Chicken tenders may be known as a kid favorite, but it's hard to find an 
adult who doesn't ... golden brown coating meets juicy, tender chicken 
strips.",3 Mar 2017
Lawrenceville's Tender Bar to close in April,"Tender Bar + Kitchen in Lawrenceville will close on April 22. The upscale 
cocktail lounge opened in 2013 in the former Arsenal Bank building that 
dates to ...",30 Mar 2017
Germany to Skip Tender for 1.5 Billion Euro Warship Purchase,"BERLIN, Jan 26 (Reuters) – The German Defence Ministry on Thursday said it 
would skip an open tender for the planned purchase of five more corvettes 
valued ...",26 Jan 2017
Hong Kong International Airport issues foreign exchange ...,"Airport Authority Hong Kong has issued a tender for two foreign exchange 
concessions at Hong Kong International Airport. Licence A covers ten units 
and Licence ...",12 Jun 2017
VW fails to secure long-term cobalt supply for electric vehicles,"Volkswagen issued a tender last month seeking a minimum of five years of 
supply at a fixed price, according to people familiar with the process, ...",15 Oct 2017
Gurgaon: MCG under fresh scanner over awarding tender to PR firm,"The MCG had awarded a tender for public relations work to Practice 
Strategic Communications India Pvt Ltd. READ FULL STORY.",8 Oct 2017
Norway launches EMU refurbishment tender,"NORWAY's national rolling stock owner, Norske Tog (NT), has issued a call 
for tender for a mid-life upgrade of its fleet of Type 72 EMUs.",21 Nov 2017
Tender nitty-gritty should be left to experts: Civic officials,"But the civic administration is unwilling to hold discussions about terms 
and conditions of the new tenders with the elected members. ""The tender 
cannot be ...",6 Aug 2017
Largest solar leasing tender issued under SolarNova ...,"Compared to the previous tenders, more HDB blocks have been identified for 
this tender. Tenderers are also required to optimise the roof space for 
solar panel ...",4 Aug 2020
"Competitive tendering hasn't delivered for public transport, so why reward 
poor performance?","Competitive tendering hasn't delivered for public transport, so why reward 
poor performance? October 9, 2017 3.09pm EDT. Janet Stanley, The University 
of ...",9 Oct 2017
Coach launches tender offer to acquire Kate Spade for $18.50 per share,"In the process of sealing a tender offer, another investor could 
potentially get involved in a hostile takeover, upping the offering price 
per share.",26 May 2017
FIFA opens tender process in Greece for the media rights to ...,"This tender process will allow FIFA to select the media companies that are 
best placed to operationally secure the required transmission commitments 
and to ...",28 Jun 2017
SME week – How to approach your first tender,"Acquire the documentation. Download all documentation and store it in a 
designated folder on your computer. If you only have a hard copy of the 
tender document, ...",7 Jun 2017
Elections Clears Air on Tender Process,"The Fijian Elections Office awarded a tender to NADRA Technologies Limited 
to provide an Electoral Management System software.",20 Jun 2017
Bengaluru to have futuristic pod taxis? BBMP floats tender,"BBMP floats tender. On Monday, Bengaluru Development Minister KJ George 
announced that global tenders have been called for the installation of pod 
taxis in the ...",13 Nov 2017
"'Call Me By Your Name' is a tender, sensual tale of desire","With careful direction, strong performances and smart choices regarding the 
script, the movie triumphs over expectations and delivers one of the most 
tender ...",4 Dec 2017
JTC awards tender for industrial site at Tampines,"The 5,253.5 square meter area with a tenureof 20 years and a 1.4 gross plot 
ratio attracted four bids. The tender which was launched on Nov 29 last 
year, closed ...",15 Mar 2017
Govt to place greater emphasis on quality over price in public ...,"In a bid to control such fee-diving, the government will soon pilot a new 
type of public tender that will place a greater emphasis on quality over 
price, ...",13 Jun 2017
Major tender win for Tokheim's fuel dispensers in India,"Tokheim has received a tender approval from Bharat Petroleum Corporation 
Limited (BPCL), India's leading oil marketing company, to install around 
5,000 ...",8 Dec 2017
BayWa wins 5-MWp solar project in Malaysian tender,"BayWa wins 5-MWp solar project in Malaysian tender. BayWa Group. Aug 1 
(Renewables Now) - German diversified group BayWa AG (ETR:BYW6) said on 
Monday it has ...",1 Aug 2017
"It may be legal tender, but more businesses are snubbing cash","It may be legal tender, but more businesses are snubbing cash · Social 
Sharing · 'The trend is toward a digital, paperless world in general, just 
in everything,' ...",3 Dec 2017
Saudi launches 400MW tender at Dumat al Jandal,"The Renewable Energy Project Development Office (REPDO) said Midyan is 
still in pre-development, but it ""hopes to tender it soon."".",18 Jul 2017
"'Political thriller, tender chronicle'","'Political thriller, tender chronicle'. Arts & Leisure February 22, 2017 by 
Peter McDermott.",22 Feb 2017
How much the average bribe to secure a tender costs in South Africa,"According to the report, bribes for tenders contributed 6% of all bribes. 
However the report warned that it should be kept in mind that this is a 
general ...",29 Nov 2017
PLN Diminta Renegosiasi dengan Pemenang Tender PLTGU ...,"Jakarta, CNN Indonesia -- Pengamat Energi Universitas Gadjah Mada Fahmy 
Radhi mengkritisi tidak kunjung tuntasnya tender Pembangkit Listrik Tenaga 
Gas dan ...",18 Jan 2017
MP: Ku Nan jual 45 bidang tanah tanpa tender terbuka,"Dewan Bandaraya Kuala Lumpur (DBKL) telah menjual 45 bidang tanah tanpa 
tender terbuka semenjak Datuk Seri Tengku Adnan Tengku Mansor menjadi 
menteri ...",11 Dec 2017
FCO launches ECHO2 framework tender to link departments ...,"The closing date for tenders is January 17 2018, with a contract start date 
of September 1 2018 and an end date of August 31 2022. According to a note 
on ...",11 Dec 2017
Changi Airport calls for T5 development tender,"Announcing the tender for the provision of Master Architect consultancy 
services for the development of T5, CAG said on Wednesday (March 8) that 
the firms ...",8 Mar 2017
Insight: The quest for the perfect tender,"We caught up with the experts at X-Tender, Pascoe, Castoldi and Compass 
Tenders to hear their thoughts on how to make the most of your tender on 
board. Xtender ...",18 Dec 2017
Hong Kong International Airport calls tender for six food court ...,"Hong Kong International Airport (HKIA) has called tenders for six food & 
beverage licences at its Terminal 1 East Hall food court via The Moodie 
Davitt ...",16 Oct 2017
Pork shoulder can go from tough to fall-apart tender,"Pork shoulder can go from tough to fall-apart tender. Katie Workman. 
Associated Press. Fall-apart roasted pork shoulder with rosemary, mustard 
and garlic makes ...",20 Mar 2017
"The tender system, economic equality and white privilege","The Broad Based Black Economic Empowerment complexion then became an 
important requirement in the tender processes within the public sector in 
particular. The ...",16 Mar 2017
Danny Meyer-Backed Fast-Casual Chain Tender Greens Plots First NYC Outpost,"Tender Greens first opened in the Los Angeles area in 2006, and in 2015, 
Meyer's Union Square Hospitality Group took on “a significant minority 
investment” in ...",24 May 2017
EXCLUSIVE: Saudi Arabia to tender Al-Qatif city ...,"Saudi Arabia's Dammam Municipality is preparing to issue tender documents 
for the contract to reconstruct the central area of Qatif city in the 
eastern ...",21 Nov 2017
Guatemala launches tender for first-ever PPP...,"Guatemala's PPP promotion agency Anadie has launched a tender for a 25-year 
contract to rehabilitate, operate and maintain a 41.2km section of the 
country's ...",20 Dec 2017
"BRIEF-Penn National announces tender offer for any and all of its 5.875 pct 
senior notes due 2021","Penn National - commencing a cash tender offer for any and all of $300 
million aggregate outstanding principal amount of its 5.875 pct senior 
notes due 2021.",6 Jan 2017
Capi wins Helsinki Airport consumer technology tender - The ...,"Travel retail consumer technology specialist Capi has won the tender for a 
71sq m electronics store at Helsinki Airport. The store, in the Terminal 
2 ...",31 Jan 2017
Setback for Kerala govt as HC orders tender for road project,"The court has asked the government to tender the project after state 
government decided to award the project to Vadakara-based Uralungal Labour 
Contract Co- ...",2 Apr 2017
Vitals hospitals memorandum signed before tender won,"The investor group behind Vitals Global Healthcare signed a Memorandum of 
Understanding (MoU) with the government before it actually won the tender 
to run ...",28 May 2017
McDonald's Buttermilk Crispy Chicken Vs Chicken Selects,"Now, a new chicken tender has risen to take the Chicken Selects' place on 
the McDonald's menu: Buttermilk Crispy Tenders. Chicken Selects were added 
to ...",18 Oct 2017
KKR sweetens Hitachi Kokusai bid a second time but under market price,"Shares in the Japanese manufacturer, which has seen its earnings surge amid 
booming demand for chips, finished trade up 1.2 percent at 3,330 yen. The 
tender ...",23 Nov 2017
PURE Bioscience Completes Successful Warrant Tender Offer ...,"PURE raised approximately $2.8 million in gross cash proceeds from the 
exercise of 4,756,163 outstanding warrants as part of the tender offer.",12 Oct 2017
Senegal issues 100 MW solar tender – pv magazine ...,"Senegalese government issues open tender for solar projects with a combined 
storage capacity of 100 MW in the Diourbel, Kaoack, and Fatick regions of 
the ...",18 Oct 2017
Buccaneers tender Jacquies Smith,"In practice, these tenders are very rarely challenged by other teams. #Bucs 
will place the low tender of $1.8 million on Restricted Free Agent DE 
Jacquies Smith ...",7 Mar 2017
"Rs 200 note declared legal tender, RBI to decide on circulation soon","New Delhi: The finance ministry on Wednesday notified the issue of ₹ 200 
notes, making them legal tender and paving the way for their circulation.",23 Aug 2017
Mock tender steak on mushroom and onion hash,"Tonight, I used “beef chuck mock tender steak” at $4.99 per lb. Is it as 
tender as a filet? Nope. A ribeye. Nadda. But, it was darn tasty, and great 
value ...",24 Jan 2017
Largest City Rail Link tender process starts,"Tender documents sent are for the tunnel and station works that involve: 
Aotea Station; Karangahape Road Station; tunnels between the Mt Eden 
station and the ...",3 Feb 2017
Ghana opens Takoradi public tender,"The tender procedure to contract a private dry bulk terminal operator is 
currently ongoing. Four companies have been shortlisted who are expected to 
submit ...",3 Jan 2017
MUN to resume construction on stalled science building,"But the university has now awarded the tender to complete the work, 
announcing in MUN's Gazette on Wednesday that the contract has gone to 
Marco Services, ...",26 Apr 2017
Badagas go gaga over tender bamboo shoots,"Ooty: By all accounts it is very hard to resist buying tender bamboo 
shoots, popularly known as “Ottakudi” in the local Badaga language.",19 Jun 2017
14 bids received for Ap Lei Chau residential site,"The Hong Kong government's tender of a residential site in Ap Lei Chau on 
Hong Kong island has attracted good response, with 14 bids received from 
local and ...",17 Feb 2017
ADB and EdC look to tender solar park soon,"The Asian Development Bank (ADB) and the state energy provider Electricite 
du Cambodge (EdC) hope to tender out the first stage of their massive ...",27 Nov 2017
Tycoon Slim's Carso wins block in Mexico oil tender,"... Gas won the twelfth onshore oil and gas area auctioned in the 2.3 round 
of Mexico's oil and gas tenders on Wednesday, the Mexican oil regulator 
said.",12 Jul 2017
Brazil's EMS SA offers 16 mln euros for Serbia's Galenika,"In a statement, the ministry said the tender commission had recommended 
that Luxembourg-based Aelius, an affiliate of EMS, should be declared 
winner of the ...",26 Oct 2017
France approves bids for 500 MW solar power generation,"PARIS (Reuters) - France has approved tenders to develop large-scale solar 
... The average price proposed by the winners in the tender process was 
55.5 ...",28 Jul 2017
Poland - Factors to Watch Oct 5,"TENDER. The finance ministry holds a bond switch tender with results 
expected at noon. PGE. Poland's PGE may in a month sign an annex to its 
agreements with ...",4 Oct 2017
UPDATE 1-Start-up of Vietnam's Nghi Son oil refinery delayed to 2018,"Issues tender to charter 27 VLCCs to ship oil from Kuwait (Adds details, 
background). SINGAPORE/HANOI, May 15 (Reuters) - The commercial start-up 
of ...",15 May 2017
"Russia's PIK to buy back depositary receipts, delist from LSE","MOSCOW, March 13 (Reuters) - Russian homebuilder PIK Group said on Monday 
it had approved a tender offer for its global depositary receipts (GDRs) 
and would ...",13 Mar 2017
China state firms eye land around Panama Canal: waterway authority,"The Panama Canal Authority will officially open a tender to develop about 
1,200 hectares of land - roughly the size of 1,200 football fields - around 
the ...",27 Mar 2017
Romania - Factors to watch on April 21,"DEBT TENDER. Romania sold a planned 600 million lei ($142.10 million) worth 
of Feb. 2020 treasury bonds on Thursday, with the average accepted yield at 
1.98 ...",20 Apr 2017
Rice prices in India dip on rising supply; Thailand eyes Sri Lankan demand,"The government of Sri Lanka has issued a tender to buy 200,000 tonnes of 
rice as recent floods in the country have destroyed crops.",26 Oct 2017
